Comment;Statement/No statement;;;;;
Dirkderduenne doch , es wird bei gestellter F 64 Diagnose und mit einer Indikation des Therapeuten ( man muss 18 Monate Begleit Therapie machen ) von den Krankenkassen übernommen . Wenn jemand nicht zu Zahlungs befreit ist , zahlt jemand eben die 10 € pro Tag im Krankenhaus und die Zuzahlung zum Hormon Präparat. Alles andere ist Kassenleistung .;1;;;;;
;;;;;;
;;;;;;
Also der größte Dehnungsstift ist schon sehr groß. Falls da dann doch ein Penis größer ist, muss halt geguckt werden.;0;;;;;
"Lisa Ott hi lisa wie geht&#39;s dir hast du Lust zu sprechen und kennenzulernen";0;;;;;
;;;;;;
Lisa Mahringer 😊;0;;;;;
Freut uns!;0;;;;;
;;;;;;
Tessy Heymans 😊😊😊;0;;;;;
;;;;;;
Katharina Stevo ich habe von allen Trans* Personen die ich kenne und die auch schon eine Hormonersatztherapie angefangen haben, dass sie sich besser in ihrem Körper fühlen und viel glücklicher sind. Soweit ich weiß, sieht ihre Vagina wohl etwas schöner aus, weil man sie ja ein wenig nach Wunsch Aussehen lassen kann und das nicht die Natur übernimmt. Falls alles bei der OP gut gelaufen ist, dann ist sie auch Orgasmus fähig ubd kann auch da etwas fühlen, aber wie sensibel das ist, weiß ich leider nicht;1;;;;;
Someone Is Me Cool 👍 danke für deine Antwort;0;;;;;
;;;;;;
Alena Kuller <br>Nein da sie keine Gebärmutter hat;0;;;;;
;;;;;;
Hat mich auch richtig sauer gemacht 😂;0;;;;;
das finde ich sehr schade, da sie das bestimmt nicht mit absicht getan hat. :) <br>n bisschen mehr respekt wäre toll.;0;;;;;
Rieke Ist mir schon klar dass das unabsichtig ist. Mich macht es trotzdem allgemein agressiv. Das ist nichts persönliches und hat auch nichts mit Respekt zu tun. 🤗;0;;;;;
;;;;;;
Mich auch 😂 🤷;0;;;;;
polly gone sorry 😅😅;0;;;;;
;;;;;;
TaNi i danke 😊;0;;;;;
;;;;;;
Schneesonne1988 <br>Man soll nach einer Operation aufstehen wegen thrombosegefahr.<br>Alles auf einmal is zu viel für den Körper deswegen muss das aufgeteilt werden.<br>Kasse zählt nicht ALLES es is ein langer Weg überhaupt was bezahlt zu bekommen. <br>Ich denke man bleibt nur ein paar Tage.;1;;;;;
"Man sollte allgemein nach OPs aufstehen wegen der Thrombosegefahr, da hast du schon Recht. Aber nicht bei dieser OP - zumindest kenne ich es so aus Erzählungen, dass die Frauen erst nach mehreren Tagen aufstehen durften, da sich in der Vagina ein Platzhalter befindet, der dort &quot;eingenäht&quot; ist, damit der Platz auch bleibt. Erst nach dem Entfernen des Platzhalters durften die betreffenden Frauen das erste Mal aufstehen. Deshalb meine Frage, warum sie schon so früh aufstehen durfte - vielleicht noch verbunden mit der Frage, ob sie dann dafür direkt ab Tag 1 bougieren (dehnen) musste.<br><br>Natürlich ist alles auf einmal viel zu viel für den Körper - deshalb auch meine Verwunderung darüber, dass die Korrektur-OP und der Brustaufbau in einer Sitzung zusammen gemacht werden soll (zumindest kam es für mich so rüber). Denn eben gerade das mit dem &quot;zu viel für den Körper&quot; lässt mich daran zweifeln ;) <br><br>Dass die Krankenkasse leider vieles nicht bezahlt und/oder man dafür wirklich kämpfen muss, habe ich auch schon mitbekommen. Allerdings gehört der Brustaufbau mit zu den Operationen, die die Krankenkasse bezahlen MUSS, wenn diese sich durch die Hormone nicht ausreichend selbst bildet (beispielsweise AA oder sogar AAA sind definitiv zu wenig - da kann man dann sich vom Operateur ein Gutachten schreiben lassen, dass dem so ist und damit einen Brustaufbau beantragen gehen). <br><br>Bezüglich der Aufenthaltsdauer halten es die Krankenkassen nach dem Credo &quot;so lange wie nötig, so kurz wie möglich&quot; - allerdings liegt es in den Händen und der Verantwortung der Ärzte, wie lang diese Zeit tatsächlich ist. Die eine wird nach 10 Tagen entlassen, die andere hingegen vielleicht erst nach 14 Tagen. Das ist auch abhängig von Komplikationen und dem Behandlungsverlauf. Da sie etwas erzählt von &quot;seit einer Woche wieder draußen ohne Katheter&quot; und das Interview 4 Wochen nach der OP gewesen sein soll, müsste es ja rein rechnerisch so sein, dass sie 3 Wochen im Krankenhaus war. Deshalb die Frage, ob dem eben wirklich so war oder ob sie mit Katheter nach Hause durfte und nur einige Zeit später noch einmal ins Krankenhaus gefahren wurde, um den Katheter loszuwerden.";1;;;;;
;;;;;;
Niinii Jaan danke 😊😊;0;;;;;
;;;;;;
;;;;;;
;;;;;;
Luca Luca ja;0;;;;;
;;;;;;
EMI LOU die Krankenkasse :);0;;;;;
Die Krankenkasse übernimmt nur wenn die Ts-Person nicht über einen A Cup hinaus geht. Und sie muss 18 Monate in Begleittherapie  sowie 6 Monate in Einer Hermonersatztherpatie sein.;1;;;;;
Brust op wird nur bezahlt wenn sie innerhalb von 2 jahren Hormontherapie kein A körbchen erreicht!;1;;;;;
Laetitia Junker sag ich doch 🤣;0;;;;;
du hast von 6 monaten hormone und 18 monate Begleittherapie gesprochen, dies sind aber nicht die Richtlinien für die mamma-augmentation sondern die der SRS (Geschlechtsangleichenden Operation)<br>:-D;1;;;;;
Laetitia Junker also bei uns im Mittelfranken sind die Bestimmung so 18 Begleittherapie davon 6 Monate Hrt. Hatte vor einen Jahr meine Brustvergrösserung;1;;;;;
Mein Vater kriegt nichtmal ein ordentliches Gebiss bezahlt. Hat sein ganzes Leben geschuftet und so nem Jungspund, der noch nichts zur Sozialgemeinschaft beigetragen hat wird ein neues Geschlechtsteil operiert mit lebenslangen krassen Folgekosten.  Einfach furchtbar ungerecht das System!;1;;;;;
;;;;;;
"was erwartest du ? Eine Person die auf solche Ideen kommt, kann nicht ganz koscher da oben sein.<br>Aber das ist natürlich nur eine Vermutung ;)";0;;;;;
Proficlana es gibt ja viele Menschen, die wenn sie aufgeregt sind mehr blinzeln. Das mach ich auch. Ich wollte eigentlich nur wissen, ob es bei ihr ganz normal ist, oder an der Aufregung liegt. Und ich bin ganz koscher:);0;;;;;
Ja.... Das denkt es wahrscheinlich auch.... Absolut nichts gegen dich .;0;;;;;
Wegen ihrer Pollenallergie, hat sie in nem andren Kommentar erwähnt.;0;;;;;
Proficlana einfach nur super unhöflich, kann man nur mit dem Kopf schütteln wenn man dein Kommentar liest. Einfach mal die fresse halten ,wenn man nichts nettes beizutragen hat ,würde so manchen deutlich besser stehen.;0;;;;;
Silas X Achso. Dankeschön für deine Antwort;0;;;;;
librtycake das war doch nur eine Frage. Wenn du das unhöflich findest, kannst du mir das auch mir das auch freundlich mitteilen und nicht gleich mit Ausdrücken zum Internettroll werden. Ich mag sie und will ihr nichts Böses oder sie beleidigen. An ihrem blinzeln ist nichts schlimmes. Es ist mit nur aufgefallen und das wars.;0;;;;;
Anastasia Johanna Kostenko ich hab gar nicht dich gemeint sondern,proficlana ,die dieses Mädchen als “ es” und als nicht koscher im Hirn bezeichnet hat, weil sie sich hat umoperieren hat lassen! Die Frage wegen des blinzelns ist nicht schlimm, aber Menschen beleidigen, das ist schlimm;0;;;;;
librtycake entschuldige meine Dummheit:) ich sehe hier bei YouTube manchmal nicht durch mit den Antworten und den Antworten der Antworten. Du hasst vollkommen recht und ich habe diese proficlana vollkommen falsch verstehen und zwar ins positive falsch verstanden. Checke ich erst jetzt.;0;;;;;
;;;;;;
;;;;;;
the Hater du kannst es dir nicht vorstellen, weil du nicht unter deinen Geschlechtsmerkmalen leidest. Diese Operationen und Behandlungen macht niemand, weil es Spaß macht. Man geht diesen Weg, damit es ja einem besser im eigenen Körper geht.;1;;;;;
;;;;;;
;;;;;;
Moehren Gruen jetzt sind sie mittlerweile anders 😅😊;0;;;;;
;;;;;;
;;;;;;
;;;;;;
TiZze danke 😊😊;0;;;;;
;;;;;;
Ist ein kleiner Tick von Patti. Jede/r hat so seine Eigenheiten 😇;0;;;;;
;;;;;;
Danke für deine Worte, allerdings würde ich dich dann ignorieren, wenn du mich absichtlich mit der falschen Anrede ansprechen würdest.;0;;;;;
Es hat etwas mit Respekt zu tun, eine Person mit den richtigen Namen und Pronomen anzusprechen. Du willst doch auch nicht, dass dich jemand absichtlich misgendert.;1;;;;;
;;;;;;
;;;;;;
;;;;;;
Katia Schmatz 😊😊😊;0;;;;;
;;;;;;
sorry :(;0;;;;;
;;;;;;
;;;;;;
MsPineappleKiss :);0;;;;;
;;;;;;
HappyFlower :);0;;;;;
;;;;;;
;;;;;;
youlerie dazu gibt es ein Video auf meinem Kanal :);0;;;;;
;;;;;;
;;;;;;
Phil Smith auch da wirst du Unterschiede zu sehen bekommen , falls denn jemand sich bereit erklärt . Auch da ist es wie in der Natur : Kein Penis eines Bio Mannes gleicht dem anderen . Vielleicht ähnelt der eine einem anderen , aber genau gleich wäre Fließband Produktion . Dafür wird an Menschen operiert ,die alle , jeder für sich , eigene Gegebenheiten mitbringen .;1;;;;;
Ich bin ftm;0;;;;;
Extrem widerliche Axtwunde;0;;;;;
;;;;;;
Wieso, was ist passiert?;0;;;;;
Wow, du bist echt ein überaus bemitleidenswertes Individuum. Ich bete für dich.;0;;;;;
Dein Kommentar ist der Beweis dafür.;0;;;;;
"@Christina S. - B. Meinungsfreiheit ;)";0;;;;;
;;;;;;
Peter Wand Dankeschön 😊 und das schaffst du auch 😁👍;0;;;;;
;;;;;;
Morty bis auf die Zuzahlungen ( sofern man nicht befreit ist ) also die 10 € pro Tag im KH und für die Hormone . Alles andere ( Ops , Hilfsmittel und Co ) sind Kassenleistung bei gestellter Diagnose und erfolgter Begleit Therapie.;0;;;;;
;;;;;;
martini chihua danke 😊;0;;;;;
;;;;;;
Klein Tyson Dankeschön 😊;0;;;;;
Patti-Saoirse Gerne 🙈;0;;;;;
;;;;;;
;;;;;;
Franzi danke 😊;0;;;;;
Patti-Saoirse War gerade auf dienen Cahnnel.<br>Ohne Pony und mit längeren Haaren siehst du viel weiblicher aus.:);0;;;;;
Das mit dem blinzeln ist eine Helligkeitssensibilität, dass heißt, die Augen/der Sehnerv reagiert überreizt bei zu hoher Helligkeit. Die häufigste Ursache zuviel vor Bildschirmen gehockt und/oder zuviel bei mangelndem Sonnenlicht zugebracht. Und nebenbei bemerkt: Das haben sehr viele.;0;;;;;
;;;;;;
Honeymoonlora teils, man muss einen Eigenanteil bezahlen, wie bei den meisten Medikamenten.;0;;;;;
Danke für diese interessante Frage.;0;;;;;
;;;;;;
Sonne und Mond danke für dein Feedback!!:);0;;;;;
Das freut uns total zu hören! Danke dir!;0;;;;;
Danke 😊;0;;;;;
;;;;;;
Dass sie dort gebildet werden, wissen sicher die meisten. Allerdings war es in der Situation nicht direkt klar, wieso die Tabletten abgesetzt wurden. Daher die Nachfrage, um den Zusammenhang verständlich zu machen.;0;;;;;
Außerdem ist nicht jeder so neh helle Kerze wie du! 😉😂;0;;;;;
;;;;;;
Offene Worte finden wir super wichtig. Wir verstehen noch nicht ganz, warum es dir Leid tut, dass er die angleichenden OPs bekommt.;0;;;;;
;;;;;;
Danke, dass du so offen darüber redest....und klar, nicht jede Frau hat große Brüste. Gut, dass du das ansprichst.;0;;;;;
Dann meld dich doch für eine OP an, wenn du unzufrieden bist. Heutzutage gilt es als mutig, sich operieren zu lassen, wenn man nicht zufrieden ist. Bestimmt erklärt sich der Herr Marspet bereit, dich bei deiner Reise mit seinem Kamerateam zu begleiten und du wirst hier sehr viel Zuspruch in der Comment-Section ernten, was für ein Vorbild du doch für andere damit bist.;1;;;;;
Doch, du kannst es dir aussuchen. Ne op muss die patti ja auch machen;0;;;;;
Du sagst doch selbst, dass du unter deinen kleinen Brüsten leidest.<br>Warum sollten dann Transgender nicht darunter leiden und sich deshalb operieren dürfen?;1;;;;;
Speedy eben zwischen Cis und Transsexuell ist eben der feine Unterschied.... Und wie die anderen schon sagten , jeder hat das Recht , Dinge zu verändern , mit denen jemand unzufrieden / unglücklich ist. Wobei dieses Unglücklich sein von Cis Frauen mit kleiner Oberweite nicht dem Leidensdruck einer Transfrau zu 100 % gleich zu setzen ist;1;;;;;
"Speedy hi wie geht&#39;s dir hast du Lust zu sprechen und kennenzulernen";0;;;;;
Ich bin auch sehr flach und inzwischen damit versöhnt (ohne OP). Es ist tatsächlich möglich auch als cis-Frau bei extremem Leidensdruck eine Kostenübernahme für eine Brustvergrößerung von der KK zu bekommen. Natürlich ist es nervig, dass das so ein krasses Statussymbol ist und oft mit Weiblichkeit und Attraktivität gleichgesetzt wird. EIn bisschen wie die Penisgröße unter Männern. Es erfordert recht viel Selbstbewusstsein als Frau zu A-Körbchen oder weniger einfach zu stehen und sich so, wie man ist schön zu finden. Kann ich schon nachvollziehen, dass Transfrau, deren Weiblichkeit ja sowieso das ganze Leben lang in Frage gestellt wurde, sich DEN Kraftakt nicht auch noch geben will.;1;;;;;
;;;;;;
Wie kommt denn eine Frau rüber?;0;;;;;
tomo13571 Ich frag mich echt, wie du mich beschreiben würdest... Ich meine, wenn die dir schon nicht wie eine Frau rüberkommt;0;;;;;
Sie ist mehr Frau als ich und dabei bin ich eine Bio-Frau 😂 (Hab den Ausdruck eben in den Kommentaren gelesen und fand den gut 😌);1;;;;;
tomo13571 doch;0;;;;;
Nicht? Ich jedenfalls wäre nie auf den Gedanken gekommen  dass sie jemals keine Frau war.;1;;;;;
@Marspet Wenn er zu sie wird und sie zu er wird ES. Um genau zusagen ist Es ES;0;;;;;
;;;;;;
Das ist Ansichtssache 😉;0;;;;;
Ich denke doch, dass es für die überwältigende Mehrheit nicht zu übersehen ist, dass es ein biologischer Mann ist.;1;;;;;
Patti ist für ihr Alter noch relativ am Anfang ihrer Entwicklung. Sie wird, wie bereits im Film gesagt, nun ihr ganzes Leben weibliche Hormone nehmen müssen, die ihr äußeres Bild weiter verändern werden.;1;;;;;
BIRKERBOYZ <br>Nein😂😂😂;0;;;;;
"Ohne es zu wissen, wäre ich vom Aussehen her nicht drauf gekommen, dass sie keine Cis-Frau ist. So ein rundes, weiches Gesicht, sieht total weiblich aus, und es ist auch kein Adamsapfel zu erkennen. Ich habe einmal eine Transfrau getroffen, bei der man es schon irgendwie sehen konnte. Adamsapfel war nur mit einem Tuch zugedeckt und die Beine sahen sehr &quot;massiv&quot; aus, inklusive Füße, die in Pumps Größe 48 steckten. So etwas kann man schlecht operieren und es gibt ja auch Cis-Frauen, die von Natur aus einen etwas klobigen Körperbau haben.";1;;;;;
Ich finde, dass sie für eine Transfrau, die noch nicht ihr Leben lang Hormone nimmt, sehr weibliche Züge hat! <br>Es gibt Frauen, die deutlich maskuliner aussehen (was natürlich nicht schlimm ist), obwohl sie als Frau geboren worden sind.;1;;;;;
Vor allem die breiten schultern und das breite Gesicht;0;;;;;
Wo das denn?;0;;;;;
;;;;;;
Lieber Christian, wir begleiten Patti seit mehreren Monaten und haben ihre Geschichte in zwei ausführlichen Reportagen dargestellt. Marspet konnte Patti dadurchnicht nur gut kennen lernen, sondern wir haben auchviele Fragen gestellt, die uns direkt aus der Community erreicht haben. Wenn das für dich nicht differenziert genug ist, dann finden wir das sehr schade.;0;;;;;
;;;;;;
Florian Seif 😊;0;;;;;
Wir freuen uns sehr über das Video. Und ja, uns bewegt die Geschichte von Patti auch sehr...;0;;;;;
;;;;;;
René Witt Dankeschön 😊;0;;;;;
Das können wir so unterschreiben...;0;;;;;
;;;;;;
;;;;;;
;;;;;;
😉;0;;;;;
;;;;;;
warten auf das Abenteuer danke 😊;0;;;;;
Das finden wir auch 😉;0;;;;;
;;;;;;
Christina Yang danke!;0;;;;;
Christina Yang hahaha;0;;;;;
;;;;;;
Melissa M. Dankeschön 😊😊😊;0;;;;;
💪;;;;;;
+Leo Bruno  <br>feinstofflich isse wohl doch primär weiblich. <br>...Materie wird überschätzt.;1;;;;;
Sie ist n Kerl;1;;;;;
;;;;;;
pia_bamx _heng ❤;0;;;;;
Finden wir auch 😊;0;;;;;
pia_bamx _heng nein sie ist ein kranker mensch der glaubt mit einer op ihre person zu ändern sie ist und bleibt ein mann.;1;;;;;
@Mina Öz nein, ich habe meinen Körper geändert. Wer ich als Person bin, hat sich Null verändert!;1;;;;;
;;;;;;
Karina Teibinger Dankeschön 😊;0;;;;;
Wir freuen uns, dass dich die Geschichte von Patti genauso bewegt wie uns...;0;;;;;
Das kann manchmal schon bei der Kleidung oder Haare oder so anfangen, das man ein besseres Selbstbewusstsein hat. Ist mir früher gar nicht so wirklich auf gefallen bis ich es selber mit meinen Haaren erlebt habe. War so glücklich als sie kurz wahren und das hat jeder bemerkt.;1;;;;;
;;;;;;
Andrea B. Danke 😊;0;;;;;
Das Gefühl haben wir auch...;0;;;;;
;;;;;;
Pauley vielleicht reicht es ja, wenn ich einfach deinen Kommentar kommentiere 😁;0;;;;;
"danke ;D";0;;;;;
;;;;;;
Danke sehr!!;0;;;;;
😊;0;;;;;
;;;;;;
Liebe Christine, das ist weder medizinisch noch ethisch korrekt. Worauf fußt deine Aussage?;0;;;;;
Informier dich lieber mal und schau dir Bilder von so einer Neovagina an...;1;;;;;
@reporterLieber Reporter  ,was passiert denn eigentlich mit der Eichel nach der OP ?? 😒 Wird die entsorgt oder entsprechend konserviert und gespendet?? 😧;1;;;;;
;;;;;;
:D;0;;;;;
;;;;;;
Das hat sie bereits mehrmals unter diesem, als auch unter dem ersten Video beantwortet. :);0;;;;;
Marspet oh, entschuldigung, habe ich nicht gesehen;0;;;;;
;;;;;;
Danke für dein offenes Feedback!;0;;;;;
Vllt. liegt es einfach daran, dass es Transgenderismus nicht anderes ist als eine Sekte. Die Realität wird verleugnet, biologische fakten gibt es nicht, nur man selbst ist erleuchtet, andere Meinungen sind falsch, darf es nicht geben,  jeder muss bekehrt werden, man fügt dem Körper Schaden zu, wenn du dagegen etwas sagst, kommt gleich die Horde mit den Fackeln angerannt und schreit Transphobie (Blasphemie)...;1;;;;;
Hey, danke für dein ehrliches Feedback! Ich verstehe deinen Punkt, sehe es allerdings nicht so. Ich bin aus dem Gespräch heraus und das waren meine ersten Gedanken, die ich dazu hatte. Ich denke, immer noch, dass es einzig und allein Pattis Entscheidung ist, was sie mit ihrem Körper macht. Niemand kann in ihr reingucken und entscheiden, ob eine OP und die Hormone richtig sind oder nicht, das kann einzig und allein sie. Wir wissen ja mittlerweile auch, dass der Weg zu so einer OP sehr lang und schwierig ist, von zich Ärzten begleitet und Gutachten benötigt werden. Ich gehe mal davon aus, dass diese in der Regel keine OP zulassen, wenn jemand sich unsicher über sich und seine Situation ist. Von daher finde, dass mein Fazit schon angemessen war. Vor diesem Hintergrund denke ich auch, dass dieses nicht auf Bereiche wie zB. Drogenkonsum zu übertragen ist.;1;;;;;
